"","YEAR","id2","EEZgrid","START_LONGITUDE","START_LATITUDE","S"
"97","2011",43,"1 g584",-168.921528805804,52.6562988859157,0.19
"98","2013",43,"1 g584",-168.921528805804,52.6562988859157,0.296
"99","2015",43,"1 g584",-168.921528805804,52.6562988859157,0.298
"100","2017",43,"1 g584",-168.921528805804,52.6562988859157,0.346
"101","1993",76,"1 g531",-161.844509061369,55.1672564592116,0.32
"102","1996",76,"1 g531",-161.844509061369,55.1672564592116,0.478
"103","1999",76,"1 g531",-161.844509061369,55.1672564592116,0.571
"104","2001",76,"1 g531",-161.844509061369,55.1672564592116,0.511
"105","2003",76,"1 g531",-161.844509061369,55.1672564592116,0.523
"106","2005",76,"1 g531",-161.844509061369,55.1672564592116,0.466
"107","2007",76,"1 g531",-161.844509061369,55.1672564592116,0.6
"108","2009",76,"1 g531",-161.844509061369,55.1672564592116,0.674
"109","2011",76,"1 g531",-161.844509061369,55.1672564592116,0.608
"110","2013",76,"1 g531",-161.844509061369,55.1672564592116,0.361
"111","2015",76,"1 g531",-161.844509061369,55.1672564592116,0.218
"112","2017",76,"1 g531",-161.844509061369,55.1672564592116,0.563
"113","1996",42,"1 g583",-169.825440259254,52.5113982328768,0.16
"114","1999",42,"1 g583",-169.825440259254,52.5113982328768,0.044
"115","2001",42,"1 g583",-169.825440259254,52.5113982328768,0.033
"116","2003",42,"1 g583",-169.825440259254,52.5113982328768,0.173
"117","2005",42,"1 g583",-169.825440259254,52.5113982328768,0.144
"118","2007",42,"1 g583",-169.825440259254,52.5113982328768,0.119
"119","2009",42,"1 g583",-169.825440259254,52.5113982328768,0.071
"120","2011",42,"1 g583",-169.825440259254,52.5113982328768,0.123
"121","2013",42,"1 g583",-169.825440259254,52.5113982328768,0.069
"122","2015",42,"1 g583",-169.825440259254,52.5113982328768,0.072
"123","2017",42,"1 g583",-169.825440259254,52.5113982328768,0.071
"124","1993",61,"1 g560",-161.882169162552,54.4922734589594,0.455
"125","1996",61,"1 g560",-161.882169162552,54.4922734589594,0.4
"126","1999",61,"1 g560",-161.882169162552,54.4922734589594,0.164
"127","2001",61,"1 g560",-161.882169162552,54.4922734589594,0.418
"128","2003",61,"1 g560",-161.882169162552,54.4922734589594,0.194
"129","2005",61,"1 g560",-161.882169162552,54.4922734589594,0.154
"130","2007",61,"1 g560",-161.882169162552,54.4922734589594,0.201
"131","2009",61,"1 g560",-161.882169162552,54.4922734589594,0.311
"132","2011",61,"1 g560",-161.882169162552,54.4922734589594,0.561
"133","2013",61,"1 g560",-161.882169162552,54.4922734589594,0.441
"134","2015",61,"1 g560",-161.882169162552,54.4922734589594,0.522
"135","2017",61,"1 g560",-161.882169162552,54.4922734589594,0.456
"136","1990",167,"1 g397",-143.610336219189,59.7617252196907,0.018
"137","1993",167,"1 g397",-143.610336219189,59.7617252196907,0.036
"138","1996",167,"1 g397",-143.610336219189,59.7617252196907,0.021
"139","1999",167,"1 g397",-143.610336219189,59.7617252196907,0.002
"140","2003",167,"1 g397",-143.610336219189,59.7617252196907,0.012
"141","2005",167,"1 g397",-143.610336219189,59.7617252196907,0.02
"142","2007",167,"1 g397",-143.610336219189,59.7617252196907,0.002
"143","2009",167,"1 g397",-143.610336219189,59.7617252196907,0.028
"144","2011",167,"1 g397",-143.610336219189,59.7617252196907,0.025
"145","2013",167,"1 g397",-143.610336219189,59.7617252196907,0.018
"146","2015",167,"1 g397",-143.610336219189,59.7617252196907,0.027
"147","2017",167,"1 g397",-143.610336219189,59.7617252196907,0.005
"148","1990",168,"1 g398",-141.911352334883,59.6441979348104,0.02
"149","1993",168,"1 g398",-141.911352334883,59.6441979348104,0.034
"150","1996",168,"1 g398",-141.911352334883,59.6441979348104,0.057
"151","1999",168,"1 g398",-141.911352334883,59.6441979348104,0.087
"152","2003",168,"1 g398",-141.911352334883,59.6441979348104,0.026
"153","2005",168,"1 g398",-141.911352334883,59.6441979348104,0.02
"154","2007",168,"1 g398",-141.911352334883,59.6441979348104,0.06
"155","2009",168,"1 g398",-141.911352334883,59.6441979348104,0.051
"156","2011",168,"1 g398",-141.911352334883,59.6441979348104,0.079
"157","2013",168,"1 g398",-141.911352334883,59.6441979348104,0.066
"158","2015",168,"1 g398",-141.911352334883,59.6441979348104,0.06
"159","2017",168,"1 g398",-141.911352334883,59.6441979348104,0.333
"160","1993",154,"1 g427",-142.13596360744,58.8563020570417,0.025
"161","1996",154,"1 g427",-142.13596360744,58.8563020570417,0.034
"162","1999",154,"1 g427",-142.13596360744,58.8563020570417,0.028
"163","2003",154,"1 g427",-142.13596360744,58.8563020570417,0.059
"164","2005",154,"1 g427",-142.13596360744,58.8563020570417,0.031
"165","2007",154,"1 g427",-142.13596360744,58.8563020570417,0.017
"166","2009",154,"1 g427",-142.13596360744,58.8563020570417,0.082
"167","2011",154,"1 g427",-142.13596360744,58.8563020570417,0.043
"168","2013",154,"1 g427",-142.13596360744,58.8563020570417,0.07
"169","2015",154,"1 g427",-142.13596360744,58.8563020570417,0.123
"170","2017",154,"1 g427",-142.13596360744,58.8563020570417,0.049
"171","1990",169,"1 g399",-140.172972216536,59.4455397586209,0.037
"172","1993",169,"1 g399",-140.172972216536,59.4455397586209,0.036
"173","1996",169,"1 g399",-140.172972216536,59.4455397586209,0.065
"174","1999",169,"1 g399",-140.172972216536,59.4455397586209,0.114
"175","2003",169,"1 g399",-140.172972216536,59.4455397586209,0.107
"176","2005",169,"1 g399",-140.172972216536,59.4455397586209,0.084
"177","2007",169,"1 g399",-140.172972216536,59.4455397586209,0.198
"178","2009",169,"1 g399",-140.172972216536,59.4455397586209,0.052
"179","2011",169,"1 g399",-140.172972216536,59.4455397586209,0.125
"180","2013",169,"1 g399",-140.172972216536,59.4455397586209,0.115
"181","2015",169,"1 g399",-140.172972216536,59.4455397586209,0.168
"182","2017",169,"1 g399",-140.172972216536,59.4455397586209,0.093
"183","1990",155,"1 g428",-140.442482551985,58.7003997990313,0.057
"184","1993",155,"1 g428",-140.442482551985,58.7003997990313,0.131
"185","1996",155,"1 g428",-140.442482551985,58.7003997990313,0.074
"186","1999",155,"1 g428",-140.442482551985,58.7003997990313,0.095
"187","2003",155,"1 g428",-140.442482551985,58.7003997990313,0.104
"188","2005",155,"1 g428",-140.442482551985,58.7003997990313,0.057
"189","2007",155,"1 g428",-140.442482551985,58.7003997990313,0.096
"190","2009",155,"1 g428",-140.442482551985,58.7003997990313,0.104
"191","2011",155,"1 g428",-140.442482551985,58.7003997990313,0.326
"192","2013",155,"1 g428",-140.442482551985,58.7003997990313,0.171
"193","2015",155,"1 g428",-140.442482551985,58.7003997990313,0.389
"194","2017",155,"1 g428",-140.442482551985,58.7003997990313,0.222
"195","1990",63,"1 g562",-158.809243859,54.6776051186849,0.205
"196","1993",63,"1 g562",-158.809243859,54.6776051186849,0.178
"197","1996",63,"1 g562",-158.809243859,54.6776051186849,0.094
"198","1999",63,"1 g562",-158.809243859,54.6776051186849,0.292
"199","2001",63,"1 g562",-158.809243859,54.6776051186849,0.297
"200","2003",63,"1 g562",-158.809243859,54.6776051186849,0.132
"201","2005",63,"1 g562",-158.809243859,54.6776051186849,0.117
"202","2007",63,"1 g562",-158.809243859,54.6776051186849,0.23
"203","2009",63,"1 g562",-158.809243859,54.6776051186849,0.395
"204","2011",63,"1 g562",-158.809243859,54.6776051186849,0.182
"205","2013",63,"1 g562",-158.809243859,54.6776051186849,0.12
"206","2015",63,"1 g562",-158.809243859,54.6776051186849,0.24
"207","2017",63,"1 g562",-158.809243859,54.6776051186849,0.17
"208","1990",78,"1 g533",-158.893212308295,55.5327620097487,0.321
"209","1993",78,"1 g533",-158.893212308295,55.5327620097487,0.427
"210","1996",78,"1 g533",-158.893212308295,55.5327620097487,0.419
"211","1999",78,"1 g533",-158.893212308295,55.5327620097487,0.394
"212","2001",78,"1 g533",-158.893212308295,55.5327620097487,0.306
"213","2003",78,"1 g533",-158.893212308295,55.5327620097487,0.517
"214","2005",78,"1 g533",-158.893212308295,55.5327620097487,0.54
"215","2007",78,"1 g533",-158.893212308295,55.5327620097487,0.578
"216","2009",78,"1 g533",-158.893212308295,55.5327620097487,0.56
"217","2011",78,"1 g533",-158.893212308295,55.5327620097487,0.542
"218","2013",78,"1 g533",-158.893212308295,55.5327620097487,0.446
"219","2015",78,"1 g533",-158.893212308295,55.5327620097487,0.627
"220","2017",78,"1 g533",-158.893212308295,55.5327620097487,0.5
"221","1993",170,"1 g400",-138.809150483607,59.1270376884315,0.273
"222","1996",170,"1 g400",-138.809150483607,59.1270376884315,0.306
"223","1999",170,"1 g400",-138.809150483607,59.1270376884315,0.358
"224","2003",170,"1 g400",-138.809150483607,59.1270376884315,0.286
"225","2005",170,"1 g400",-138.809150483607,59.1270376884315,0.407
"226","2007",170,"1 g400",-138.809150483607,59.1270376884315,0.412
"227","2009",170,"1 g400",-138.809150483607,59.1270376884315,0.337
"228","2011",170,"1 g400",-138.809150483607,59.1270376884315,0.449
"229","2013",170,"1 g400",-138.809150483607,59.1270376884315,0.308
"230","2015",170,"1 g400",-138.809150483607,59.1270376884315,0.255
"231","1990",156,"1 g429",-138.779825247282,58.5189598224895,0.095
"232","1993",156,"1 g429",-138.779825247282,58.5189598224895,0.121
"233","1996",156,"1 g429",-138.779825247282,58.5189598224895,0.121
"234","1999",156,"1 g429",-138.779825247282,58.5189598224895,0.289
"235","2003",156,"1 g429",-138.779825247282,58.5189598224895,0.329
"236","2005",156,"1 g429",-138.779825247282,58.5189598224895,0.168
"237","2007",156,"1 g429",-138.779825247282,58.5189598224895,0.251
"238","2009",156,"1 g429",-138.779825247282,58.5189598224895,0.452
"239","2011",156,"1 g429",-138.779825247282,58.5189598224895,0.399
"240","2013",156,"1 g429",-138.779825247282,58.5189598224895,0.376
"241","2015",156,"1 g429",-138.779825247282,58.5189598224895,0.455
"242","2017",156,"1 g429",-138.779825247282,58.5189598224895,0.343
"243","1990",157,"1 g430",-137.246401733018,58.1953342386258,0.012
"244","1993",157,"1 g430",-137.246401733018,58.1953342386258,0.026
"245","1996",157,"1 g430",-137.246401733018,58.1953342386258,0.022
"246","1999",157,"1 g430",-137.246401733018,58.1953342386258,0.104
"247","2003",157,"1 g430",-137.246401733018,58.1953342386258,0.028
"248","2005",157,"1 g430",-137.246401733018,58.1953342386258,0.237
"249","2007",157,"1 g430",-137.246401733018,58.1953342386258,0.045
"250","2009",157,"1 g430",-137.246401733018,58.1953342386258,0.058
"251","2011",157,"1 g430",-137.246401733018,58.1953342386258,0.082
"252","2013",157,"1 g430",-137.246401733018,58.1953342386258,0.048
"253","2015",157,"1 g430",-137.246401733018,58.1953342386258,0.158
"254","2017",157,"1 g430",-137.246401733018,58.1953342386258,0.096
"255","1993",141,"1 g459",-137.501264579873,57.4592251310505,0.037
"256","1999",141,"1 g459",-137.501264579873,57.4592251310505,0.026
"257","1990",142,"1 g460",-136.097664998225,57.1967404153662,0.055
"258","1993",142,"1 g460",-136.097664998225,57.1967404153662,0.109
"259","1996",142,"1 g460",-136.097664998225,57.1967404153662,0.097
"260","1999",142,"1 g460",-136.097664998225,57.1967404153662,0.176
"261","2003",142,"1 g460",-136.097664998225,57.1967404153662,0.375
"262","2005",142,"1 g460",-136.097664998225,57.1967404153662,0.222
"263","2007",142,"1 g460",-136.097664998225,57.1967404153662,0.314
"264","2009",142,"1 g460",-136.097664998225,57.1967404153662,0.181
"265","2011",142,"1 g460",-136.097664998225,57.1967404153662,0.116
"266","2013",142,"1 g460",-136.097664998225,57.1967404153662,0.142
"267","2015",142,"1 g460",-136.097664998225,57.1967404153662,0.247
"268","2017",142,"1 g460",-136.097664998225,57.1967404153662,0.235
"269","1993",126,"1 g489",-136.304583020811,56.3873745942582,0.088
"270","1996",126,"1 g489",-136.304583020811,56.3873745942582,0.087
"271","1999",126,"1 g489",-136.304583020811,56.3873745942582,0.118
"272","2003",126,"1 g489",-136.304583020811,56.3873745942582,0.122
"273","2005",126,"1 g489",-136.304583020811,56.3873745942582,0.162
"274","2007",126,"1 g489",-136.304583020811,56.3873745942582,0.268
"275","2009",126,"1 g489",-136.304583020811,56.3873745942582,0.198
"276","2013",126,"1 g489",-136.304583020811,56.3873745942582,0.15
"277","2015",126,"1 g489",-136.304583020811,56.3873745942582,0.057
"278","2017",126,"1 g489",-136.304583020811,56.3873745942582,0.189
"279","2009",158,"1 g431",-135.398878521312,58.1709189942664,0.4
"280","2011",158,"1 g431",-135.398878521312,58.1709189942664,0.424
"281","1990",127,"1 g490",-134.826053897813,56.1221749033522,0.007
"282","1993",127,"1 g490",-134.826053897813,56.1221749033522,0.023
"283","1996",127,"1 g490",-134.826053897813,56.1221749033522,0.016
"284","1999",127,"1 g490",-134.826053897813,56.1221749033522,0.024
"285","2003",127,"1 g490",-134.826053897813,56.1221749033522,0.02
"286","2005",127,"1 g490",-134.826053897813,56.1221749033522,0.017
"287","2007",127,"1 g490",-134.826053897813,56.1221749033522,0.038
"288","2009",127,"1 g490",-134.826053897813,56.1221749033522,0.028
"289","2011",127,"1 g490",-134.826053897813,56.1221749033522,0.052
"290","2013",127,"1 g490",-134.826053897813,56.1221749033522,0.031
"291","2015",127,"1 g490",-134.826053897813,56.1221749033522,0.045
